Plant 1,Plant 2,Similarity Score,First Most Present Chemical,First Most Present Amount,Second Most Present Chemical,Second Most Present Amount,Third Most Present Chemical,Third Most Present Amount,Fourth Most Present Chemical,Fourth Most Present Amount,Fifth Most Present Chemical,Fifth Most Present Amount
"Basil (Taiwan), whole plant - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Australia) 1a - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)",0.9161539622664676,Methyl chavicol,0.87,"1,8-Cineole",0.06,(Z)-beta-Ocimene,0.02,Linalool,0.02,(E)-Anethole,0.01
"Basil (Vietnam) - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Agastache rugosa leaf (Vietnam) - Agastache rugosa (Fisch. et Mey) O. Kuntze, fam. Lamiaceae (Labiatae)",0.9228912938105588,Methyl chavicol,0.89,para-Cymene,0.02,Terpinen-4-ol,0.01,"1,8-Cineole",0.01,Linalool,0.01
"Basil 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Comoro Islands) 2 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)",0.9035005606599316,Methyl chavicol,0.83,"1,8-Cineole",0.05,Limonene,0.04,Linalool,0.01,para-Cymene,0.01
"Basil 3 - Ocimum basilicum L., fam. Lamiaceae (Labiatae)","Basil (Australia) 1a - Ocimum basilicum L. cultivar Reunion, fam. Lamiaceae (Labiatae)",0.9210220685228068,Methyl chavicol,0.84,"1,8-Cineole",0.04,Methyl eugenol,0.02,Linalool,0.02,(E)-beta-Ocimene,0.01
"Chervil (France) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (The Netherlands) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae",0.9501181759790484,Methyl chavicol,0.75,"Allyl-2,4-dimethoxybenzene",0.2,3-Nonanol,0.0,Bisabolene (unknown isomer),0.0,Zingiberene,0.0
"Chervil (The Netherlands) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae","Chervil (France) - Anthriscus cerefolium (L.) Hoffm. (Cerefolium sativum Lam.), fam. Apiaceae",0.9501181759790484,Methyl chavicol,0.75,"Allyl-2,4-dimethoxybenzene",0.22,beta-Pinene,0.01,beta-Phellandrene,0.01,,0.0
"Clausena dunniana (China) 1 - Clausena dunniana Levl., fam. Rutaceae","Agastache foeniculum (giant hyssop) - Agastache foeniculum (Pursh.) Kuntze, fam. Lamiaceae (Labiatae)",0.90303227220735,Methyl chavicol,0.93,Limonene,0.02,gamma-Terpinene,0.02,Anethole,0.02,Methyl eugenol,0.01
"Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.9024225214189916,Methyl chavicol,0.73,(E)-beta-Ocimene,0.14,(Z)-beta-Ocimene,0.1,Limonene,0.02,Methyl eugenol,0.01
"Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.919244304131384,Methyl chavicol,0.78,(E)-beta-Ocimene,0.07,(Z)-beta-Ocimene,0.07,alpha-Pinene,0.02,,0.0
"Tarragon (France) 4 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.9024225214189916,Methyl chavicol,0.77,(E)-beta-Ocimene,0.1,(Z)-beta-Ocimene,0.09,Limonene,0.02,,0.0
"Tarragon (Italy) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.9055784187746048,Methyl chavicol,0.75,(Z)-beta-Ocimene,0.09,(E)-beta-Ocimene,0.09,Limonene,0.03,alpha-Pinene,0.01
"Tarragon (Lithuania) 1a - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.9388161403609014,Methyl chavicol,0.79,(E)-beta-Ocimene,0.06,(Z)-beta-Ocimene,0.06,Limonene,0.02,Sabinene,0.01
"Tarragon (USA) 1 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.930786462561675,Methyl chavicol,0.8,(E)-beta-Ocimene,0.07,(Z)-beta-Ocimene,0.07,Limonene,0.03,alpha-Pinene,0.01
"Tarragon 2 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)","Tarragon (France) 3 - Artemisia dracunculus L. (French type), fam. Asteraceae (Compositae)",0.9285262666527588,Methyl chavicol,0.77,(E)-beta-Ocimene,0.09,(Z)-beta-Ocimene,0.08,Limonene,0.02,gamma-Terpinene,0.01
