Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1853,BitInterpretations,Concentration
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC(C)c1ccc(C)c(O)c1,Carvacrol,1,"[(4, 'C', 2, 'cccc(c)C')]",0.1325
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC(C)c1ccc(C)c(O)c1,Carvacrol,1,"[(4, 'C', 2, 'cccc(c)C')]",0.2
Artemisia chamaemelifolia,1,DOI:10.1590/S0102-695X2013000600002,CC(C)c1ccc(C)c(O)c1,Carvacrol,1,"[(4, 'C', 2, 'cccc(c)C')]",0.163
Origanum syriacum,1,DOI:10.4103/japtr.japtr_106_21,CC(C)c1ccc(C)c(O)c1,Carvacrol,1,"[(4, 'C', 2, 'cccc(c)C')]",0.883
Cuminum cyminum,1,DOI:10.22037/afb.v1i1.7134,[H]C(=O)C1=CC=C(C=C1)C(C)C,Cuminaldehyde,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.4348
Curcuma longa,1,DOI:10.3389/fvets.2023.1188752,C[C@@H](CC(=O)C=C(C)C)C1=CC=C(C)C=C1,ar-Turmerone,1,"[(10, 'C', 2, 'cccc(c)C'), (15, 'C', 2, 'cccc(c)C')]",0.167
Satureja montana,1,DOI:10.1016/j.foodcont.2005.11.009,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.131
Anethum graveolens,1,DOI:10.5281/zenodo.159101,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.1438
Thymus mongolicus,1,DOI:10.3390/molecules26020307,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.1174
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.175
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.14
Thymus vulgaris,1,DOI:10.1016/j.foodcont.2005.11.009,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.236
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.118
Nigella sativa,0,DOI:10.1016/0378-8741(91)90047-h,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.317
Monarda didyma,0,No Reference,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.11
Melaleuca alternifolia,0,DOI:10.1177/1934578X19878904,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.1142
Eucalyptus camaldulensis,1,DOI:10.5812/jjnpp.65050,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.152
Cuminum cyminum,1,DOI:10.22037/afb.v1i1.7134,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.2228
Cinnamomum angustifolium,1,DOI:10.3390/antibiotics12020254,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.176
Origanum vulgare,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.3357
Thymus zygis,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC(C)c1ccc(C)cc1,para-Cymene,1,"[(4, 'C', 2, 'cccc(c)C'), (9, 'C', 2, 'cccc(c)C')]",0.1985
