,"Cornmint (Mentha arvensis) (Brazil) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (China) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (Cuba) - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Cornmint (Mentha arvensis) (Japan) 1 - Mentha arvensis (L.) var. piperascens Malinv., fam. Lamiaceae (Labiatae)","Peppermint (Australia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Belorussia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 4a hydrodistilled - Mentha piperita L. cultivar 'Kliment-63', fam. Lamiaceae (Labiatae)","Peppermint (Bulgaria) 4b extracted - Mentha piperita L. cultivar 'Kliment-63', fam. Lamiaceae (Labiatae)","Peppermint (Canada) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 4a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Canada) 4b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Chile) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (China) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (France) 5 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Greece) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Greece) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Hungary) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (India) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  2 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae","Peppermint (Italy)  3 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae","Peppermint (Italy)  5 - Mentha piperita L. nothomorph rubescens Camus, fam. Lamiaceae (Labiatae)","Peppermint (Italy)  6a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 10a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 10b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Italy) 11 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Japan) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Mongolia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Morocco) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Morocco) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (New Zealand) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Poland) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Russia) 1 - Mentha piperita L. cultivar Prilukskaya, fam. Lamiaceae (Labiatae)","Peppermint (Russia) 2 - Mentha piperita L. cultivar Krasnodar, fam. Lamiaceae (Labiatae)","Peppermint (Russia) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Russia) 4 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (South Africa) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Spain) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)","Peppermint (USA)  3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9a - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9b - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9c - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9d - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA)  9e - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (USA) 10c - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (United Kingdom) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint (Yugoslavia) - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 1 - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)","Peppermint 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)","Peppermint 5c - Mentha piperita L. cultivar Mitcham, fam. Lamiaceae (Labiatae)"
"Peppermint (Canada) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5841635631541428,0.5250890380511073,0.5146063348484686,0.7079132358333085,0.708248458488459,0.5758447116175929,0.617865656406396,0.5711565047233569,0.6005737150714763,0.4577045335088338,1.0,0.8962863064144764,0.8937054860504512,0.7073585269039944,0.6945779633390561,0.5176768420731961,0.7444437876894768,0.7150097286010647,0.7166382701780851,0.7927876103557973,0.6456568963428844,0.8103708195900222,0.7593790978544673,0.6715924117380925,0.6899496105249279,0.725438687260898,0.8110600094645276,0.4120524845632434,0.4520593391038973,0.47945700913156286,0.7879508544787661,0.6991396122727755,0.49708390949454107,0.7043733736672046,0.6215686784237634,0.5069560445472733,0.651658529474719,0.6162672489790606,0.3364858214959172,0.5304540027274852,0.8451870219245342,0.8032234106697088,0.6793148906216218,0.7318647198357903,0.7207548118413114,0.7530747355008849,0.8775617076326976,0.7509988867458347,0.6892122470264819,0.7563532343110403,0.621658082270516,0.6682351153979755,0.7721556620088661,0.6010618246956312,0.6887998953255751,0.8517892865862325,0.6977144247379061,0.6199419940024056
"Peppermint (Canada) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.612601969926435,0.4935344337856995,0.469807335755683,0.6988104301993698,0.6388019184278556,0.6205948539949296,0.6646410837242893,0.504562754400808,0.5901804592131634,0.4347376912381624,0.8962863064144764,1.0,0.8248651584556135,0.6391232331408297,0.6270191973222323,0.5869380965865562,0.671483341083379,0.6591434508326381,0.6649236951688999,0.7664614561328084,0.6821707560625146,0.7834298830623729,0.794538123588576,0.6089099711803552,0.6710236973301604,0.6622269410271298,0.7599893019292989,0.4631100063376048,0.48923084266262673,0.4564453130043451,0.7320147516575704,0.7219758226459286,0.4265392312234201,0.6553090541875246,0.5616364551461577,0.543663162106632,0.6514016651076516,0.653299283329386,0.2971580405511417,0.4698767596127431,0.8020524367881291,0.7888969936485092,0.6169071191791156,0.671305722941536,0.6485134645569687,0.675647430871013,0.8910105414857606,0.6861303274903252,0.6247339887008416,0.6934594354601564,0.5641439204067132,0.6116841854828909,0.7125212061049238,0.5867210167114738,0.6578616047567276,0.8128318966244608,0.6771958965243043,0.6675435079182723
"Peppermint (Canada) 4a - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5539937838847098,0.5567873871071711,0.5242626315989858,0.6969597243556027,0.733080389925201,0.56020994224346,0.6035264002863681,0.5912399666747077,0.64690255491779,0.5206849261311233,0.8937054860504512,0.8248651584556135,1.0,0.7807923120310346,0.7162044855633516,0.4621548949203701,0.8052162644838432,0.6992436266559684,0.693622647788447,0.8272633442731665,0.6420993333393957,0.8159873565632338,0.721082043670165,0.707547739679564,0.6945408863952307,0.7826713070309472,0.8147241307772918,0.386165358769461,0.44413353815290557,0.48423353144810866,0.816664596294054,0.6862580255029482,0.5488293157273194,0.7656199535750859,0.6536546918555737,0.5143302530495713,0.6774810685072226,0.5843619283371992,0.36362214698135276,0.5505679282292745,0.8669970754912828,0.777256941049448,0.697315193286866,0.7312816388109573,0.7635005959137198,0.7995971338720032,0.8498242213010526,0.7947981589425516,0.7394132023135861,0.801909460607657,0.6826271011872321,0.6838114231916299,0.8061655954585878,0.6478083324666246,0.722356259083921,0.8465640333851686,0.7036575653444749,0.6057941889644443
"Peppermint (Canada) 4b - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.38724760580485085,0.5315159592303036,0.5499640657536247,0.5633721122851358,0.7988820705469063,0.4008206802696783,0.4311638235140778,0.689850819601403,0.6008824423294958,0.5309567431877521,0.7073585269039944,0.6391232331408297,0.7807923120310346,1.0,0.762195643066431,0.26388813176032677,0.9017823868208896,0.6778925653786507,0.6674336914419046,0.7132714195371255,0.5265192863116314,0.7261662312089578,0.5784391763072412,0.8479251095232089,0.6237708805755822,0.885630575312715,0.7656040029438415,0.20148296180697,0.278236709963836,0.5403184750156635,0.8082698357626139,0.5206296480709389,0.6665191260041263,0.8350185654610512,0.8122017164816112,0.37780014694167774,0.5702035825402998,0.39662702107417247,0.38437496065435317,0.6168921492210413,0.8079815360626206,0.6409298700937528,0.7216861414658864,0.717233259325063,0.8488468260937487,0.876197609070043,0.667015716269507,0.8421827294478346,0.8457646365361355,0.8614294969181628,0.8634858068508551,0.7761945534053132,0.7881995459540181,0.610737885708693,0.767823521192985,0.6915837586367382,0.6324117942524868,0.4327421204924179
"Peppermint (Chile) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.3767778093290348,0.5207952741455188,0.6461948882227775,0.5769455329464858,0.8699122876631267,0.33234837355783975,0.37496035174281883,0.8093912109834921,0.5482472209711831,0.4291382077787169,0.6945779633390559,0.6270191973222323,0.7162044855633511,0.762195643066431,1.0,0.24443764983040672,0.750718141940908,0.7908704821117808,0.7746450685062274,0.6852006467742124,0.41788850926500853,0.6889473594281168,0.5305761577994252,0.8060424174660481,0.5367838994016544,0.7128645893924768,0.767522301582073,0.1740194403858909,0.22539486792471275,0.39951481704604275,0.8189880080649318,0.5237772473134078,0.7118754734790134,0.7342228089761644,0.7624543487438956,0.32176882343119984,0.5246454162279106,0.41663341310469426,0.4788042577982018,0.7972615860455199,0.7582951242596856,0.6976593145693868,0.746229845987892,0.836169045159826,0.8636001864814569,0.8522069471500971,0.6296164887086377,0.8439239802283424,0.8275674624125801,0.8185229861333563,0.7240282815022296,0.7751998249057368,0.8000003557152833,0.5248988418623605,0.6718841078144919,0.7212714567965137,0.5470512167855701,0.3756052862173058
"Peppermint (China) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.6231781106548888,0.2541710984441753,0.1692667428361666,0.5049001742605217,0.24086215897823338,0.703167296760945,0.7290624508077824,0.11949945644492999,0.3699353518393188,0.22758610862301176,0.5176768420731961,0.5869380965865562,0.4621548949203701,0.26388813176032677,0.24443764983040672,1.0,0.29725751359319286,0.3038262136093308,0.30056009973428743,0.4689270437360543,0.5771685820904703,0.46613603089328526,0.6218033606101712,0.21431425355282907,0.4096158187629164,0.3001702173442422,0.4039100357744294,0.7173051530487566,0.6427368039125851,0.20515767643834526,0.35151507688694983,0.6168623057969368,0.06086548961343263,0.3092964896969954,0.16949240548972777,0.5707540596125433,0.49022493344526197,0.6967346260149048,0.04103829783983837,0.10977429584064335,0.4249638199233313,0.4931442793664862,0.2531363716823787,0.3131993690427528,0.2558017253592495,0.2910820182026985,0.5652757291587018,0.29432221512059775,0.23456387559678749,0.30103863170022593,0.18972306876482603,0.2221083815986078,0.33975483068471657,0.3685676987601664,0.32041462282342636,0.4850789443012298,0.4174124379755082,0.7304997398421916
"Peppermint (France) 5 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.43404095515500496,0.57433919486586,0.5118479331303945,0.6029050746084093,0.7940241480733043,0.4286576544737911,0.46629351911179584,0.6598486044359364,0.601773781808866,0.5187591008043613,0.7444437876894768,0.671483341083379,0.8052162644838432,0.9017823868208896,0.750718141940908,0.29725751359319286,1.0,0.6809132285132435,0.6774668883237738,0.7224430799600973,0.5682035833908148,0.7422487188029336,0.6037400456916848,0.8146457832344804,0.6888051440346997,0.9260487258523826,0.7663786299400612,0.22734629754497682,0.3032316195659924,0.5371119506475155,0.8186748582257832,0.5301101290504033,0.6498794681220543,0.8412164814706148,0.7937163422688035,0.3900183296166898,0.5744991974022591,0.4182656909396849,0.3833604998883744,0.5908672699566069,0.8171884179020767,0.6401388231977283,0.7413979995318547,0.7086176986728708,0.8301530815742747,0.8763830431184412,0.705096458064425,0.8366467479269997,0.8324003297618043,0.867530313317377,0.8369599087468311,0.7777030740588604,0.8233771761939622,0.619565127053511,0.7802981019654753,0.7186592712720484,0.6990485387204024,0.46811248920120363
"Peppermint (Greece) 1 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.4081977397134172,0.46368328052274854,0.6354563635631616,0.5780963693867328,0.7870326075380594,0.35789550352980093,0.3960068146064678,0.7300634465975469,0.49261132935420193,0.37244340061733194,0.715009728601065,0.6591434508326381,0.6992436266559687,0.6778925653786507,0.7908704821117808,0.3038262136093308,0.6809132285132435,1.0,0.8019886346602905,0.6654132526084631,0.42836377620593313,0.6853704192048298,0.5641713198983087,0.7182469803114346,0.5370437344750598,0.6551371351063899,0.7550962911338546,0.21042045852059688,0.24984413681516238,0.41869862534855273,0.738357147015551,0.5397494310994765,0.5748875987919098,0.6496107515980323,0.6852916343308963,0.32636406996457556,0.5094657015877435,0.44176984756360793,0.38591681695575886,0.6934883288438751,0.7263244124424761,0.7051773343134113,0.6946819691727826,0.9013465322447172,0.7643129686906533,0.7579748681340643,0.6423136930343312,0.7588244615548858,0.7243262171031584,0.7416836500777111,0.6299424809264549,0.7276446072608154,0.7298614189264068,0.4923452786633099,0.615010403238323,0.6959477360256956,0.5444426924714304,0.39388914572865696
"Peppermint (Greece) 2 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.3899644197465597,0.44342314870868715,0.5952257804240032,0.5503883473769515,0.7840688841340586,0.33608347987761855,0.38169802748217896,0.708788783284524,0.4742265540991589,0.3410552422795159,0.7166382701780855,0.6649236951688999,0.6936226477884473,0.6674336914419046,0.7746450685062274,0.30056009973428743,0.6774668883237738,0.8019886346602905,1.0,0.6332804917997708,0.4252791377460725,0.6652849401558336,0.5574431239921697,0.7127595599859948,0.5417126922138301,0.6482333058221743,0.7510538489396065,0.20180430996359344,0.236261614138777,0.4294919693531448,0.7389196039378216,0.5106050792149011,0.5464650815813327,0.6315597249609952,0.6809798954117046,0.30594323087121067,0.47595724270398887,0.42159702670749255,0.36752292363896555,0.6662154801930849,0.7178493138003684,0.6888802685954305,0.693300097110993,0.7841637118545586,0.7571705450096451,0.7385193714825399,0.6509658662901574,0.7532716439310728,0.7169052194599107,0.7429881171161128,0.6243110570087012,0.7351376334202193,0.7232797302396111,0.45808645365080425,0.6563417410431389,0.6916918168027227,0.5491882730764688,0.38238525844103566
"Peppermint (Hungary) - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5789040417684624,0.5495210064434519,0.5689526324415359,0.723986853933768,0.6910086739888903,0.5944653476324009,0.6254274675982876,0.5715934713360915,0.7387242039047917,0.6073539351763595,0.7927876103557973,0.7664614561328084,0.8272633442731665,0.7132714195371255,0.6852006467742124,0.4689270437360543,0.7224430799600973,0.6654132526084631,0.6332804917997708,1.0,0.6194385385058055,0.7932971063028686,0.6853081279208806,0.6459009826641346,0.6394833932497949,0.7041270540522566,0.7559101365845761,0.42821279919439503,0.4953934772175156,0.40159119029807,0.76396009487119,0.7806741163995832,0.5333471787672573,0.7664188738963913,0.6034797121653668,0.6109976647239721,0.805470235234692,0.6268892042020766,0.377177649561638,0.5484734573237324,0.8173890646513492,0.7981012124816359,0.6245495802450963,0.72305840349847,0.7055301502126271,0.7557460211538372,0.7983975282508243,0.7638832190231294,0.7186476600747846,0.7577870237713237,0.6590063206886265,0.6109871209420905,0.7593668793878791,0.7489788062340459,0.6817118721034607,0.7900276161174054,0.6514971598761717,0.6248077968103534
"Peppermint (India) 3 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.6110793187290047,0.48973714238050026,0.25577894830062897,0.6173541187689915,0.43142633468378955,0.6773909336686383,0.7559812280497512,0.30310139675779335,0.5415596987524629,0.4168719536092983,0.6456568963428844,0.6821707560625146,0.6420993333393957,0.5265192863116314,0.41788850926500853,0.5771685820904703,0.5682035833908148,0.42836377620593313,0.4252791377460725,0.6194385385058055,1.0,0.6722016413075165,0.7640948417511417,0.4620237840462098,0.669383690369144,0.6003298838040125,0.5693349358698141,0.4736664159088766,0.5226558548326088,0.4420386497226533,0.5436467769740958,0.5864461188276305,0.2941868992209259,0.5884172055496923,0.43730196423679535,0.5664588815909353,0.570697153863414,0.5615515083669191,0.20679814734529045,0.2710156395189163,0.6315710545324709,0.5350983160263312,0.4492209410302399,0.4428386680827111,0.4681228621944178,0.5094501627296326,0.7176030649249019,0.49857477939291805,0.4651368321133518,0.5296412437340666,0.4804200340353951,0.450280346135448,0.5579272925829908,0.6013710210366616,0.5797745024688923,0.6049400835126032,0.680066882492291,0.7581777178139798
"Peppermint (Italy)  2 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae",0.5255276430785547,0.5085289959857622,0.5420123335733693,0.6667229445573922,0.6783403582590704,0.5604056729049236,0.6103582765990037,0.5765257574692884,0.6275339712529252,0.5021709081016252,0.8103708195900222,0.7834298830623729,0.8159873565632338,0.7261662312089578,0.6889473594281168,0.46613603089328526,0.7422487188029336,0.6853704192048298,0.6652849401558336,0.7932971063028686,0.6722016413075165,1.0,0.7961850371229657,0.6917821297446214,0.6461422626267128,0.752173959629358,0.7958750397593373,0.37950166338158053,0.434912571527477,0.462474539907455,0.7659874283829671,0.6786350167511264,0.514249319742939,0.7499139354218373,0.6406430987270955,0.5073883044513716,0.6567341349365214,0.5707171926203785,0.34723414267393726,0.5383733306023888,0.8508342975564639,0.7507037271605648,0.6504646632235427,0.7178563893973481,0.7192948768173744,0.7558427823964047,0.8043214298049781,0.7360875350098517,0.6980110395645935,0.7501006549309277,0.6599062325433394,0.6696126760217376,0.7369882820524822,0.6546463792783634,0.7030191273491027,0.7833767599473059,0.6586197147382749,0.6102558185227729
"Peppermint (Italy)  3 - Mentha piperita L. rubescens Camus (Spicatae section), fam. Lamiaceae",0.5936622075356823,0.451822172858947,0.394050080293303,0.6505639530052363,0.5242947538192633,0.6708697063675161,0.7222147103657607,0.41274946338938556,0.5386689146637326,0.39192895877408196,0.7593790978544673,0.794538123588576,0.721082043670165,0.5784391763072412,0.5305761577994252,0.6218033606101712,0.6037400456916848,0.5641713198983087,0.5574431239921697,0.6853081279208806,0.7640948417511417,0.7961850371229657,1.0,0.5420919909707504,0.6248180517724493,0.6258930883267495,0.6994759185420414,0.48722918851590646,0.5090243675747932,0.47600517577975054,0.6343546980236887,0.6816910035437331,0.35255224064632973,0.6116412832712472,0.4974215082422776,0.5371275555296307,0.5998091971676068,0.6510750770456624,0.2646531746287659,0.38821784220158095,0.7274134777899635,0.6840610900658706,0.5333213556756673,0.5773026054657695,0.5568653591844243,0.5897663410782291,0.7940074076778387,0.5770975952462463,0.5282152257122376,0.5958977222508874,0.5071962485197845,0.5447659771463982,0.6155095709322167,0.5600578591607643,0.611362114051555,0.7219789559835139,0.6374265932514878,0.7229343124186962
"Peppermint (Italy)  5 - Mentha piperita L. nothomorph rubescens Camus, fam. Lamiaceae (Labiatae)",0.3288981527062478,0.48806621866781297,0.5608608710636437,0.5151541038950007,0.8368346167851255,0.3274800467245236,0.35453601883083663,0.7717119431252988,0.5131401063445948,0.43540918489799796,0.6715924117380925,0.6089099711803552,0.707547739679564,0.8479251095232089,0.8060424174660481,0.21431425355282907,0.8146457832344804,0.7182469803114346,0.7127595599859948,0.6459009826641346,0.4620237840462098,0.6917821297446214,0.5420919909707504,1.0,0.5667278839338352,0.8093656952021058,0.736822036215512,0.12470904786234516,0.18846195790953024,0.5219425963647898,0.7939714644777724,0.46019244963399464,0.7000884166680024,0.7721717526938447,0.8955765311771614,0.2930218180189472,0.4881852070900734,0.3473884108735896,0.38978695545246733,0.6782372351318873,0.7748174771105736,0.624824630574967,0.737921761545356,0.7443371430694636,0.8433911585402991,0.8497575269844098,0.6182367572655831,0.8306016032941825,0.8433568601334066,0.8431056447020768,0.8258263471405413,0.8448748016254961,0.7685524074609662,0.5339687641773674,0.7165989474978904,0.6542340990005115,0.5759316655853941,0.3556335277142808
"Peppermint (Italy)  6a - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5403278716086237,0.5935447578553505,0.32627344505214995,0.6299168813772995,0.5709633990169514,0.5136355473700989,0.5723943783716086,0.42239763916329587,0.5526657954867698,0.4335786066910229,0.6899496105249279,0.6710236973301604,0.6945408863952307,0.6237708805755822,0.5367838994016544,0.4096158187629164,0.6888051440346997,0.5370437344750598,0.5417126922138301,0.6394833932497949,0.669383690369144,0.6461422626267128,0.6248180517724493,0.5667278839338352,1.0,0.6971197895407752,0.6260089532335595,0.33459654389809235,0.4009945054932428,0.473632349380662,0.6380942449748348,0.5316130498646718,0.43906697403726636,0.662568194766957,0.5593027609676566,0.44134625751194234,0.5419375237193937,0.47832450155265793,0.2904008575829079,0.3913339935285963,0.6592862823996968,0.537713393670814,0.5986638395717259,0.5370887403387345,0.5923373069677897,0.6250075287707637,0.6992893705848695,0.6121897417338165,0.5872794527909597,0.6373774422724621,0.59360620257977,0.6017106213887938,0.695543310289482,0.5913211369382743,0.6523919370802496,0.66678513838433,0.9029976318136661,0.5739846913778119
"Peppermint (Italy)  7 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.4326382142169364,0.576338343587381,0.48024695174296694,0.5968452020538029,0.7500199099417562,0.4394525784127663,0.47535450521980227,0.630606923185624,0.583710785997731,0.5012569998015999,0.725438687260898,0.6622269410271298,0.7826713070309472,0.885630575312715,0.7128645893924763,0.3001702173442422,0.9260487258523826,0.6551371351063895,0.6482333058221745,0.7041270540522566,0.6003298838040125,0.752173959629358,0.6258930883267495,0.8093656952021058,0.6971197895407752,1.0,0.7553624746968087,0.22268528270894472,0.29821391697171973,0.5741616931379011,0.7847431667533865,0.5163673686992357,0.6274935309950763,0.8486850604246721,0.7947647301075499,0.3860287192641073,0.5565436490264701,0.41313899010573407,0.37696945359616296,0.5664705192706175,0.808533733532819,0.6167822611068106,0.7191574559464877,0.6799168190619491,0.7919052296825774,0.8327474214161603,0.6986209218928081,0.7935631389569586,0.7929495309291031,0.8316522260981335,0.8342553585190134,0.7729265836020518,0.8006952081876232,0.6225864640919936,0.77875597104781,0.697116913372146,0.7076543731216665,0.4765805070340454
"Peppermint (Italy)  8 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.49015636969632326,0.5171423729811979,0.590928046314338,0.6477595876911109,0.7596921625399483,0.47452867465017057,0.5281392955463537,0.6515320527139091,0.6129221660232678,0.44480632765632766,0.8110600094645276,0.7599893019292989,0.8147241307772918,0.7656040029438415,0.767522301582073,0.4039100357744294,0.7663786299400612,0.7550962911338546,0.7510538489396065,0.7559101365845761,0.5693349358698141,0.7958750397593373,0.6994759185420414,0.736822036215512,0.6260089532335595,0.7553624746968087,1.0,0.3283241094120186,0.3687497202985941,0.529723591015886,0.8092509164235773,0.6308236553311898,0.5342622542602369,0.7351997210264448,0.7021258095689128,0.4467349940075075,0.5956321148130639,0.5327847609471605,0.4202968948206761,0.6254539232290646,0.8478134476286838,0.7493927009632382,0.6899807525772768,0.7820652147482993,0.7990658815727576,0.7960557846280797,0.7541746701632657,0.7810642051923943,0.7325269549473534,0.784928733023435,0.6859348327455624,0.7350582975967757,0.7795132587029796,0.576639857465763,0.74746522321928,0.7940361315076878,0.636999372635291,0.5291943347873108
"Peppermint (Italy) 10a - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5297749978474431,0.20517096541991153,0.1372854253689434,0.426241060676401,0.16214676481327073,0.6305669325586017,0.6812112898525617,0.043822706882833073,0.4233364383790569,0.273177319226242,0.4120524845632434,0.4631100063376048,0.386165358769461,0.20148296180697,0.1740194403858909,0.7173051530487566,0.22734629754497682,0.21042045852059688,0.20180430996359344,0.42821279919439503,0.4736664159088766,0.37950166338158053,0.48722918851590646,0.12470904786234516,0.33459654389809235,0.22268528270894472,0.3283241094120186,1.0,0.8375386580972028,0.080471381292615,0.2705203793150339,0.6036953473709983,0.0,0.24653805707007725,0.08353179900304297,0.6726841192293531,0.5000952172662984,0.652682870225948,0.03347007314601724,0.04581587666317011,0.33864393653169733,0.4064457587242809,0.16261043810200893,0.23361657127514213,0.18881595775989746,0.22473766404040385,0.46012911189824823,0.2243217837486109,0.16930681052347085,0.2247192641695397,0.1298704448959923,0.12399942760372262,0.26213144995397686,0.38164689750129666,0.2553672280547601,0.41101001097938017,0.3417027998280264,0.6823176566574216
"Peppermint (Italy) 10b - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.5398771304920773,0.25768003713479826,0.195369115968956,0.46501428548467705,0.2207842805181549,0.6608016832758932,0.7032985348977607,0.10066444577650002,0.5082914628032678,0.39269583784739903,0.4520593391038973,0.48923084266262673,0.44413353815290557,0.278236709963836,0.22539486792471275,0.6427368039125851,0.3032316195659924,0.24984413681516238,0.236261614138777,0.4953934772175156,0.5226558548326088,0.434912571527477,0.5090243675747932,0.18846195790953024,0.4009945054932428,0.29821391697171973,0.3687497202985941,0.8375386580972028,1.0,0.1259188298405609,0.3256815579472614,0.6391688999295277,0.07353782672684983,0.3228683282102256,0.15079631044051256,0.7398294582721376,0.5882515300716703,0.6221744863157129,0.05507645660820781,0.08976983068442623,0.3935385557604446,0.4358816556555868,0.2194489863438307,0.2798675447363288,0.25108128786766515,0.29478663187428444,0.49885956443997936,0.2889715743872232,0.2415289795343909,0.29034162598950153,0.21224027919357769,0.18018415308735536,0.31745700621410566,0.48272315721491976,0.31977020220708574,0.44799639315670226,0.40889846319673584,0.7037515260867673
"Peppermint (Italy) 11 - Mentha piperita L., fam. Lamiaceae (Labiatae)",0.2621966326208476,0.2930513400997752,0.25561011740736383,0.34694511307959786,0.457427836271992,0.3017922386053419,0.297312059306562,0.37224862802004555,0.2854519168502557,0.21380618892686742,0.47945700913156286,0.4564453130043451,0.48423353144810866,0.5403184750156635,0.39951481704604275,0.20515767643834526,0.5371119506475155,0.41869862534855273,0.4294919693531448,0.40159119029807,0.4420386497226533,0.462474539907455,0.47600517577975054,0.5219425963647898,0.473632349380662,0.5741616931379011,0.529723591015886,0.080471381292615,0.1259188298405609,1.0,0.47820059679822424,0.28630389691086766,0.29418957340017826,0.4851815193341824,0.5383461256184139,0.18043850883943124,0.2945538192947943,0.2197594977026639,0.11705408493206182,0.29599711660611727,0.5154660872006929,0.3749300968436894,0.44587602676216775,0.4129804895571375,0.473708898717495,0.476386718715057,0.45499829201471564,0.4587147567034484,0.4459357042987824,0.4887287360178604,0.5105820135084375,0.5430244184147341,0.4607013038452833,0.3070709493425443,0.550502757279397,0.4126133754500805,0.47962334167792275,0.2991067846903731
