,"Annual wormwood (Italy) - Artemisia annua L., fam. Asteraceae (Compositae)","Aristolochia brevipes - Aristolochia brevipes Benth., fam. Aristolochiaceae","Rosemary (Egypt) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (France) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (France) 2 Corsica - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Hungary) 2b - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  8 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy)  9 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy) 11 Sardinia - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy) 13a Cevoli leaf - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy) 13b Cevoli flower - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Italy) 15 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (South Africa) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Spain) 6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Turkey) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary (Yugoslavia, Dalmatia) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosemary 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)","Rosmarinus lavandulaceus - Rosmarinus x lavandulaceus De Noe, fam. Lamiaceae (Labiatae)","Rosmarinus mendizablii (Spain) - Rosmarinus x mendizabalii Sagredo ex Rosua, fam. Lamiaceae (Labiatae)","Sage, spanish (Spain)  2 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)"
"Rosemary (Italy)  5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.4553552889928303,0.3754297597106697,0.43623734345951404,0.7752366196701144,0.6217303913694827,0.5814004737706853,0.6081397394537646,0.7344309497199221,0.39809440889081604,0.6942893716622816,1.0,0.8867469331519471,0.7962414852311437,0.38508583464263135,0.4679182613336954,0.8463635641545757,0.45557530142943625,0.5937755773117036,0.19551096085780562,0.48564431007406006,0.49813592954425234,0.664180761003549,0.5917126437646674,0.5853852109669102,0.47681836525098753,0.37082197392815874,0.5303207531403071,0.5949128825091214,0.5246940053869129,0.49615615322301276,0.39356533915714254
"Rosemary (Italy)  6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.43672087683138194,0.3405413072542848,0.3629259979410845,0.8123706664229057,0.5762328310068268,0.5482143075277911,0.6167899839879476,0.7384087012806513,0.3088822200442848,0.6574906960561957,0.8867469331519471,1.0,0.8623818084291384,0.34126793263529387,0.4192994958707349,0.8217201837723933,0.37315749462628944,0.5292797225537422,0.18207951425532032,0.4777913950237639,0.4607204387632904,0.6376781035915752,0.5689249467777767,0.5420211673903251,0.4470236115266326,0.30363849070919247,0.5445570992054736,0.5302594185441858,0.47147473950802954,0.4636062936471419,0.3681077025161751
"Rosemary (Italy)  8 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.37919020527316616,0.3306868894597459,0.33321557076397046,0.8168266210552837,0.6012569394676204,0.4904237112549812,0.5405338616622835,0.6579580476473026,0.21860557223084787,0.5408423599179057,0.7962414852311437,0.8623818084291384,1.0,0.2842264826105715,0.3881803398951683,0.7818663375783016,0.3203770971274408,0.459675112658816,0.11371216605586354,0.41600619522112736,0.40226867968742896,0.5885440680869296,0.5100417484256694,0.48364102738463477,0.3931179040534073,0.2091804720488336,0.47222060549904954,0.4603280097651329,0.4114148250704056,0.4428178930155011,0.32714733077825076
"Rosemary (Italy)  9 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5658046538838928,0.24517808981039113,0.4320096347645531,0.32022064624342295,0.2472941775564762,0.5101517534866116,0.48412525318064403,0.4019274586820666,0.4455018426518399,0.41115326214117565,0.38508583464263135,0.34126793263529387,0.2842264826105715,1.0,0.21330769197032962,0.2976838503663112,0.1694112757019277,0.5135605129462442,0.45257842871484855,0.569695758037887,0.7309211437791252,0.5785192427336632,0.5796193451017778,0.5482658897133543,0.7232506451701343,0.41904507543807157,0.49163844539521073,0.5142098002641678,0.6980097964800239,0.4288445602105042,0.3944623656616846
"Rosemary (Italy) 11 Sardinia - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.2081624490893631,0.23274600136997647,0.4349116763542059,0.3568483931570374,0.6171281772892447,0.3552878143445193,0.20673495887436488,0.27363518122975605,0.4127798494960899,0.35812148503804675,0.4679182613336954,0.4192994958707349,0.3881803398951683,0.21330769197032962,1.0,0.47296784560447225,0.6731975310532591,0.3416939487762747,0.08539007964781997,0.1986246453926681,0.24580837930094968,0.3706064073759143,0.2588043216682907,0.36428778902631986,0.21469607662531887,0.46244003595797956,0.16381144941497705,0.34271996618756473,0.3274161129314298,0.28674886122466403,0.19715217265455642
"Rosemary (Italy) 13a Cevoli leaf - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.3692955490752773,0.3896582677252085,0.4001612875432454,0.7091422510142245,0.6658641574570971,0.5109252279047349,0.4890798182004461,0.6513460617674909,0.31321831838607805,0.5955342843631335,0.8463635641545757,0.8217201837723933,0.7818663375783016,0.2976838503663112,0.47296784560447225,1.0,0.4571501719300195,0.5500362610229068,0.11760112182891236,0.4243533040245733,0.40935245350342353,0.5927829171703445,0.5104568812213104,0.5440911015297722,0.37487900690974985,0.319861987461699,0.41460462300494605,0.5508279571652224,0.45307076083782993,0.5032987539046533,0.3916975303636563
"Rosemary (Italy) 13b Cevoli flower - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.15210870133240184,0.17978049461718537,0.37863946973615836,0.31596699713570986,0.5257600162860203,0.32269869923015293,0.18109218800010962,0.27157730881800035,0.5016156382910995,0.4015365518152584,0.45557530142943625,0.37315749462628944,0.3203770971274408,0.1694112757019277,0.6731975310532591,0.4571501719300195,1.0,0.36600915573758486,0.0,0.1489958645971251,0.21885647847034317,0.32601169496870586,0.2383739298882407,0.34903968633900695,0.18871675798740872,0.475013417487986,0.1295168876822811,0.3668783295089626,0.3083001338418705,0.2581194489701083,0.14627319830731889
"Rosemary (Italy) 15 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.44755633357923685,0.34562764447234773,0.4536257255354226,0.4760884489972058,0.42562238871421587,0.4923511661424915,0.5596494532632226,0.6391159986630839,0.46570494665375883,0.581342563396083,0.5937755773117036,0.5292797225537422,0.459675112658816,0.5135605129462442,0.3416939487762747,0.5500362610229068,0.36600915573758486,1.0,0.1983741237372777,0.4362131627876381,0.5054194608239455,0.5455817742466733,0.5063845876398174,0.5472335826969161,0.4649532276300212,0.3875043011688837,0.4392587377470576,0.9735725267473044,0.6090903941562797,0.4667164425497218,0.39835911243632494
"Rosemary (South Africa) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.45513795366609267,0.12983309246531038,0.19689993621469404,0.1596327608721959,0.07180335205228705,0.5008523518344381,0.2827550914080432,0.18998244132164477,0.2916770160093318,0.2838852413781343,0.19551096085780562,0.18207951425532032,0.11371216605586354,0.45257842871484855,0.08539007964781997,0.11760112182891236,0.0,0.1983741237372777,1.0,0.6005003721288336,0.5527218090409436,0.44716359193720967,0.4979169287085722,0.4428255464697666,0.5178348772903256,0.3949827165336206,0.42280712749168203,0.19907142181968462,0.4485240068787756,0.33545368067632486,0.44096139007858004
"Rosemary (Spain) 1 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5896523894319696,0.33529848014884533,0.34336682236687455,0.452708418302213,0.30714179008733833,0.6956609821821211,0.5075555733521799,0.4818370030111404,0.3331145113066736,0.5061118885658364,0.48564431007406006,0.4777913950237639,0.41600619522112736,0.569695758037887,0.1986246453926681,0.4243533040245733,0.1489958645971251,0.4362131627876381,0.6005003721288336,1.0,0.7699608228398868,0.7298012671909709,0.8024120636723985,0.6993238871267322,0.7060983638282137,0.3976611690150239,0.6187161911145156,0.43715972299609196,0.6351240475126512,0.6111847310827556,0.6514892982216408
"Rosemary (Spain) 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.6269565510361628,0.3200539103279715,0.4542911360205094,0.4480341486330962,0.335842245115913,0.6778308031246383,0.5456165043968756,0.48374950444009734,0.45331362292851973,0.5175234828617499,0.49813592954425234,0.4607204387632904,0.40226867968742896,0.7309211437791252,0.24580837930094968,0.40935245350342353,0.21885647847034317,0.5054194608239455,0.5527218090409436,0.7699608228398868,1.0,0.7498701057311062,0.7995953844296857,0.7057942805771774,0.8734080636899135,0.4516929407394834,0.6145040083182377,0.5061831430152892,0.7576801006467214,0.56113015778372,0.5314122471246414
"Rosemary (Spain) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5831821244948925,0.39261689605914474,0.49569852632505884,0.5906063724725585,0.5114135406558435,0.7551936682551597,0.5612366711597894,0.5735344942181859,0.4165791391715885,0.5787574301666962,0.664180761003549,0.6376781035915752,0.5885440680869296,0.5785192427336632,0.3706064073759143,0.5927829171703445,0.32601169496870586,0.5455817742466733,0.44716359193720967,0.7298012671909709,0.7498701057311062,1.0,0.8275501250825591,0.7896827512086302,0.6965356045813731,0.4693901585584246,0.6059852271596635,0.5461747678854585,0.713069113807892,0.6779036633016371,0.5888667850424171
"Rosemary (Spain) 4 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.6095391133340514,0.3466197022750561,0.42186455174479653,0.5549849845188761,0.38862504017349087,0.7141754743421708,0.5843249377804635,0.5664583747344463,0.4020451455745191,0.5855712746500704,0.5917126437646674,0.5689249467777767,0.5100417484256694,0.5796193451017778,0.2588043216682907,0.5104568812213104,0.2383739298882407,0.5063845876398174,0.4979169287085722,0.8024120636723985,0.7995953844296857,0.8275501250825591,1.0,0.7447312905347827,0.7509363656050072,0.41405292102116853,0.6828499927934598,0.5074605322226724,0.710936806061759,0.6037636998283062,0.5720603798886268
"Rosemary (Spain) 5 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5228984500336812,0.39394379123008183,0.4900132977594126,0.49474470711409546,0.4840521640708825,0.7276411500092056,0.46257547224013196,0.4942459318903023,0.4323514887619584,0.5361091676667268,0.5853852109669102,0.5420211673903251,0.48364102738463477,0.5482658897133543,0.36428778902631986,0.5440911015297722,0.34903968633900695,0.5472335826969161,0.44282554646976635,0.6993238871267321,0.7057942805771774,0.7896827512086302,0.7447312905347825,1.0,0.6381269190406978,0.5150069849287362,0.5151713024140034,0.5481541109831962,0.7580482749277665,0.7521154156575517,0.6372143864684547
"Rosemary (Spain) 6 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5951014171044455,0.2529269342573375,0.3945752737550623,0.4522970232752128,0.2916534565249683,0.6215629270549848,0.5700513403747476,0.47748767077941845,0.4270959225421429,0.5096631907898135,0.47681836525098753,0.4470236115266326,0.3931179040534073,0.7232506451701343,0.21469607662531887,0.37487900690974985,0.18871675798740872,0.4649532276300212,0.5178348772903256,0.7060983638282137,0.8734080636899135,0.6965356045813731,0.7509363656050072,0.6381269190406978,1.0,0.3971336049722206,0.6492843711884759,0.4656314237286242,0.7104986356230336,0.48444278709414434,0.43845703188801677
"Rosemary (Turkey) 3 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.3616709397399531,0.22862386190779593,0.45282052000484696,0.21582324086463478,0.32343504599483397,0.5050388078120857,0.2587961220951688,0.25802296105497147,0.6431090406383675,0.423565338461651,0.37082197392815874,0.30363849070919247,0.2091804720488336,0.41904507543807157,0.46244003595797956,0.319861987461699,0.475013417487986,0.3875043011688837,0.3949827165336206,0.3976611690150239,0.4516929407394834,0.4693901585584246,0.41405292102116853,0.5150069849287362,0.3971336049722206,1.0,0.27983191118980033,0.3884885761322473,0.5037018190145615,0.38230252144558596,0.36652033988571764
"Rosemary (Yugoslavia, Dalmatia) - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.5677077272073576,0.1858938276698654,0.2347564897927933,0.5714200508309369,0.2358933834561765,0.551720061894285,0.7547814401147368,0.6288358232514433,0.33281484701142083,0.6371528428960493,0.5303207531403071,0.5445570992054736,0.47222060549904954,0.49163844539521073,0.16381144941497705,0.41460462300494616,0.1295168876822811,0.4392587377470576,0.42280712749168203,0.6187161911145156,0.6145040083182377,0.6059852271596635,0.6828499927934598,0.5151713024140036,0.6492843711884759,0.27983191118980033,1.0,0.440300428451326,0.543497357533006,0.3537697641723888,0.3378680482660579
"Rosemary 2 - Rosmarinus officinalis L., fam. Lamiaceae (Labiatae)",0.4461055989112348,0.34660330894626556,0.4539601434504942,0.4769338366827962,0.4260200467122107,0.49288058701855986,0.5606173883583969,0.6402977094560558,0.4666774065280672,0.5824443947315194,0.5949128825091214,0.5302594185441858,0.4603280097651329,0.5142098002641678,0.34271996618756473,0.5508279571652224,0.3668783295089626,0.9735725267473044,0.19907142181968462,0.43715972299609196,0.5061831430152892,0.5461747678854585,0.5074605322226724,0.5481541109831962,0.4656314237286242,0.3884885761322473,0.440300428451326,1.0,0.610001951785635,0.46720148307863085,0.3992672654862668
"Rosmarinus lavandulaceus - Rosmarinus x lavandulaceus De Noe, fam. Lamiaceae (Labiatae)",0.575561919179286,0.34749906970473876,0.5308081403184162,0.4444771744862632,0.39704756022459176,0.635204301562262,0.5172357279081405,0.4923966746362042,0.5032798260036455,0.522848273135065,0.5246940053869129,0.47147473950802954,0.4114148250704056,0.6980097964800239,0.3274161129314298,0.45307076083782993,0.3083001338418705,0.6090903941562797,0.4485240068787756,0.6351240475126512,0.7576801006467214,0.713069113807892,0.710936806061759,0.7580482749277665,0.7104986356230336,0.5037018190145615,0.543497357533006,0.610001951785635,1.0,0.5820063662008906,0.5092784248007096
"Rosmarinus mendizablii (Spain) - Rosmarinus x mendizabalii Sagredo ex Rosua, fam. Lamiaceae (Labiatae)",0.4063650551754393,0.43508657606508616,0.4259903882954561,0.4092073937657219,0.48244071660136445,0.6423361367510638,0.32205591243491916,0.39689966991950043,0.2698942552013992,0.3790678735193571,0.49615615322301276,0.4636062936471419,0.4428178930155011,0.4288445602105042,0.28674886122466403,0.5032987539046533,0.2581194489701083,0.4667164425497218,0.33545368067632486,0.6111847310827556,0.56113015778372,0.6779036633016371,0.6037636998283062,0.7521154156575519,0.48444278709414434,0.38230252144558596,0.3537697641723888,0.46720148307863085,0.5820063662008906,1.0,0.7430646237117233
"Sage, spanish (Spain)  2 - Salvia lavandulaefolia Vahl., fam. Lamiaceae (Labiatae)",0.4015183737050172,0.40841122265133634,0.3511048268990815,0.31234079598609754,0.34507062801226374,0.5948142560111003,0.28087626433932333,0.33527680952120076,0.2439347195487669,0.336537102766017,0.39356533915714254,0.3681077025161751,0.32714733077825076,0.3944623656616846,0.19715217265455642,0.3916975303636563,0.14627319830731889,0.39835911243632494,0.44096139007858004,0.6514892982216408,0.5314122471246414,0.5888667850424171,0.5720603798886268,0.6372143864684547,0.43845703188801677,0.36652033988571764,0.3378680482660579,0.3992672654862668,0.5092784248007096,0.7430646237117233,1.0
