,"Fagraea berteriana flower - Fagraea berteriana A. Gray ex Benth., fam. Potaliaceae","Hyacinth, living flower headspace 1a - Hyacinthus orientalis L., fam. Liliaceae","Hyacinth, picked flower headspace 1b - Hyacinthus orientalis L., fam. Liliaceae","Jasmine (China) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine (China) 2a (headspace) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine (China) 2b (absolute) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine (Egypt) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine (Indonesia) - Jasminum officinale var. grandiflorum L. (Red Flower), fam. Oleaceae","Jasmine absolute (Algeria) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Egypt) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Egypt) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Egypt) 3 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Egypt) 4 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (France) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (France) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (India) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (India) 3 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Italy) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Italy) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Japan) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Morocco) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute (Turkey) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine absolute - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine oil (Turkey) - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine polyanthum flower headspace - Jasminum polyanthum L., fam. Oleaceae","Jasmine sambac (China) headspace - Jasminum sambac (L.) Aiton, fam. Oleaceae","Jasmine, Living Flower Headspace - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Jasmine, Picked Flower Headspace - Jasminum officinale var. grandiflorum L., fam. Oleaceae","Narcissus (Japan) 1b - Narcissus tazetta L. (N. poeticus L.), fam. Amaryllidaceae","Narcissus tazetta (var. chinensis) - Narcissus tazetta L., var. chinensis, fam. Amaryllidaceae","Narcissus tazetta headspace (China) 1 - Narcissus tazetta L. var. chinensis Roem., fam. Amaryllidaceae","Narcissus tazetta headspace (China) 4 - Narcissus tazetta L. var. Xiaohuabai, fam. Amaryllidaceae","Narcissus tazetta headspace (China) 5 - Narcissus tazetta L. var. Dahuabai, fam. Amaryllidaceae","Ylang Ylang (China) 4 - Cananga odorata (Lamk.) Hook. f. et Thomson, fam. Annonaceae","Ylang Ylang 1 - Cananga odorata (Lamk.) Hook. f. et Thomson forma genuina, fam. Annonaceae"
"Jasmine absolute (Egypt) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6172939971166442,0.5125943792962454,0.47771383849040294,0.48629696587672677,0.39763750527777364,0.6984091173200264,0.5411008606895273,0.4641124015418361,0.6540302690438979,0.6565910106868604,1.0,0.6656276072927815,0.668705774368046,0.6645719997449928,0.861070137356142,0.735008984397775,0.5631546752888911,0.6491859923187471,0.8754923621364541,0.7067031902837184,0.9030823571724984,0.9266178226353475,0.6733902783196225,0.23185200119156602,0.5346727805457754,0.48922267616815995,0.3451385866805806,0.4393654833888724,0.4780340480562304,0.5555197580768005,0.548682085544955,0.4616362240161339,0.09555039056172288,0.47613237408384257,0.543575749939526
"Jasmine absolute (Egypt) 3 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6918861647310218,0.5862240371823813,0.5392625451705721,0.5262048369359409,0.4511549711071434,0.8030379261177946,0.587173803680147,0.5097848342946338,0.8481871885128783,0.853825919315225,0.6656276072927815,1.0,0.8255437714916879,0.9053690304053411,0.6123675112390828,0.5457349008295531,0.7327783911530599,0.8461613993301506,0.666645651605345,0.8159086187727924,0.6477444466157373,0.6455064515917901,0.747992981907594,0.28697418367771776,0.5795266841663382,0.5315678565536048,0.39988636249724585,0.4937462823871793,0.5331501102620126,0.6164225526171534,0.5963677325223447,0.5025164842664284,0.14404250131467466,0.6027277319987376,0.5989734876116686
"Jasmine absolute (Egypt) 4 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6792734651814161,0.6066367486865454,0.6131820362001936,0.5523651880370515,0.5534212338692832,0.8081607588301607,0.6305057830136395,0.534650093056654,0.8893905119411291,0.8907831409284447,0.668705774368046,0.8255437714916879,1.0,0.8888701938177616,0.6176744474677189,0.5677725193744829,0.737650267999721,0.8889798262326463,0.6632159323113513,0.8151137992108826,0.6480044871265879,0.6651948596901296,0.8148954146301198,0.40306478585707783,0.6125669702789287,0.5569240217118627,0.5153990402337121,0.5668461715324404,0.6172368713565453,0.6366900217277327,0.6404993644159607,0.5498368900550061,0.26029833826952464,0.6040524362564268,0.628975683534589
"Jasmine absolute (France) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6992948235502414,0.6010997016006248,0.5897398201995954,0.547715048335795,0.5179943072832072,0.8127443188835249,0.6273118521813714,0.5328264252331425,0.9256570491385434,0.9347522903234887,0.6645719997449928,0.9053690304053411,0.8888701938177616,1.0,0.6077344805072296,0.5445977163533233,0.7655030388520327,0.9226930868368832,0.66972572428594,0.8285104367026921,0.6492209368547857,0.6566594419201488,0.8054560064038416,0.36553664021817056,0.6121605140380505,0.5697860332318487,0.4734487294039671,0.5620430812148475,0.5901141115409753,0.6439925016121975,0.6365947569221724,0.5372513038926812,0.21626077145156286,0.6418756829394225,0.6360279758077406
"Jasmine absolute (France) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.5475631102175622,0.4470807325348748,0.40269926007284607,0.42646022474435163,0.32234028495135447,0.6660955844344063,0.4710344549701513,0.4046909641938127,0.5895658773368936,0.5944393780346529,0.861070137356142,0.6123675112390828,0.6176744474677189,0.6077344805072296,1.0,0.8534499482964761,0.4825455227841159,0.5884364338041269,0.739513062057397,0.6653307164594444,0.7703984199898014,0.8065957996426679,0.6201860130323229,0.16137214619003137,0.47067778496624446,0.4326878234907735,0.26980311955585423,0.37420527034493634,0.4011371899446138,0.4864238778161101,0.477919842270368,0.39609841986759786,0.027032453676686052,0.4127986844998949,0.47686682718452456
"Jasmine absolute (India) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.45235979763785106,0.36844935998094697,0.3369529159352036,0.3491365693393267,0.26895171667198914,0.6264441248952088,0.3884286079721383,0.3303136940191359,0.5274152254961197,0.5319452261296683,0.735008984397775,0.5457349008295531,0.5677725193744829,0.5445977163533233,0.8534499482964761,1.0,0.4068377205646114,0.528288677592669,0.6131400870651416,0.60482749448196,0.642576660392966,0.6920202066042898,0.5597007267093344,0.12394101476845587,0.38512961578080085,0.3492249690495044,0.2246323302097213,0.3048791512081288,0.33681785318377566,0.4010737671601762,0.394199508007798,0.3261545938702334,0.0,0.3368558813359456,0.39078356018826876
"Jasmine absolute (India) 3 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.7018063341688436,0.6188842599549644,0.6278088041395442,0.5529058983618241,0.5643733925681877,0.7215579582867878,0.6420844194189756,0.5560085254145664,0.7841463351413854,0.7696437921456747,0.5631546752888911,0.7327783911530599,0.737650267999721,0.7655030388520327,0.4825455227841159,0.4068377205646114,1.0,0.796166590338153,0.6058981762108855,0.7226746906271,0.5767957955355412,0.5696569832946506,0.7565960263569966,0.41697155108035144,0.6150568901949782,0.5675075123196582,0.5252108441471945,0.5849636324579599,0.6251305438110799,0.6488021970963164,0.6487093930808645,0.5544863586434481,0.27102183677022906,0.6818854724018291,0.6447321773798413
"Jasmine absolute (Italy) 1 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6983510190259314,0.6111449389080554,0.6291267203618647,0.5583272480905623,0.5709695725485722,0.812631666058999,0.6500304654625904,0.556746326625387,0.9414256527108851,0.9301419434148112,0.6491859923187471,0.8461613993301506,0.8889798262326463,0.9226930868368832,0.5884364338041269,0.528288677592669,0.796166590338153,1.0,0.6602089850900829,0.8169015481067048,0.6384538863718208,0.6492210715596222,0.8395370548676964,0.4222098288879311,0.6251712055704347,0.5799726890809264,0.5259496394122305,0.5980395361900872,0.6339167554005329,0.6571061822305397,0.658230584674822,0.5603863573737724,0.27403514721691424,0.658655412731995,0.6516763666900125
"Jasmine absolute (Italy) 2 - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.650655629002156,0.5458718979864451,0.5190327507281409,0.5167047784416732,0.4413588747004453,0.6692907370506967,0.581540554960766,0.4945832101749651,0.6678784479447497,0.6682904389067958,0.8754923621364541,0.666645651605345,0.6632159323113513,0.66972572428594,0.739513062057397,0.6131400870651416,0.6058981762108855,0.6602089850900829,1.0,0.6897263957719582,0.9543289059076645,0.9009649593299178,0.6760132340270409,0.2736650022271284,0.573404932734061,0.521683025793263,0.3882047197143582,0.4806588612893615,0.5248075277209455,0.6019502503223082,0.587183712668506,0.49557396431179457,0.13416186561493626,0.5130457018889556,0.5802445205169073
"Jasmine absolute (Japan) - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.7006283863092346,0.5949277799529852,0.5676125339793581,0.5449081623276841,0.4872988162163058,0.8459514515412938,0.6119390501620867,0.5169272417355124,0.8127213215365063,0.8121636174435678,0.7067031902837184,0.8159086187727924,0.8151137992108826,0.8285104367026921,0.6653307164594444,0.60482749448196,0.7226746906271,0.8169015481067048,0.6897263957719582,1.0,0.6757727426720788,0.6860504562740042,0.8348062067777738,0.3251760656938911,0.60362519770726,0.5514200655931141,0.43456976097911326,0.5261956618578447,0.5643604230654511,0.6318773960443804,0.621832308068818,0.5253000662546252,0.18074923172331403,0.6091006709722961,0.6205703060542056
"Jasmine absolute (Morocco) - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6285584499852619,0.5254816050317428,0.49656567602357493,0.5012839327695866,0.41807027342790226,0.6589477197150864,0.5594949406616343,0.4774550011546447,0.6452800204476561,0.6466071258083618,0.9030823571724984,0.6477444466157373,0.6480044871265879,0.6492209368547857,0.7703984199898014,0.642576660392966,0.5767957955355412,0.6384538863718208,0.9543289059076645,0.6757727426720788,1.0,0.9250210021825647,0.6582652294012314,0.2511195893703908,0.5519269128803884,0.5019517610828075,0.36499671377927434,0.45666576726961106,0.5000708925920919,0.576528106621037,0.565283694443143,0.4769963682412661,0.11401735778263555,0.4864339064709533,0.5582827758256894
"Jasmine absolute (Turkey) - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6094450868762746,0.5129863477891686,0.49637261913857944,0.48815246094916775,0.4262902876762221,0.6786471378894456,0.5493962053796575,0.4698177981032069,0.6551621420009526,0.6564743689321773,0.9266178226353475,0.6455064515917901,0.6651948596901296,0.6566594419201488,0.8065957996426679,0.6920202066042898,0.5696569832946506,0.6492210715596222,0.9009649593299178,0.6860504562740042,0.9250210021825647,1.0,0.6725992751802092,0.2690314719216256,0.5423924177932131,0.4945400461562167,0.3824514293899458,0.4599373528112909,0.5013238226628779,0.5607185176574845,0.5570904793788192,0.4723915495872638,0.1323658428359209,0.4808671779718455,0.5486089830526939
"Jasmine absolute - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.6995056393561823,0.6084488462548444,0.6418302223922812,0.5719421990321076,0.5944730340053923,0.8099267201178728,0.6854139191182603,0.5668369771201331,0.831563355887988,0.8241697388352888,0.6733902783196225,0.747992981907594,0.8148954146301198,0.8054560064038416,0.6201860130323229,0.5597007267093344,0.7565960263569966,0.8395370548676964,0.6760132340270409,0.8348062067777738,0.6582652294012314,0.6725992751802092,1.0,0.4485103718496378,0.6630473910776167,0.61975710338862,0.5431501472807283,0.6549043952269417,0.6598389668431934,0.6909245789077872,0.6851615727795278,0.5736056854058504,0.28841141048539387,0.6722862633720723,0.6810633241429984
"Jasmine oil (Turkey) - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.31849235146045385,0.3188249186806048,0.5383459423982642,0.33005648948233635,0.7163765693901812,0.31896207265964127,0.44701368833607447,0.327569616053383,0.4313202024679731,0.42042031163738147,0.23185200119156602,0.28697418367771776,0.40306478585707783,0.36553664021817056,0.16137214619003137,0.12394101476845587,0.41697155108035144,0.4222098288879311,0.2736650022271284,0.3251760656938911,0.2511195893703908,0.2690314719216256,0.4485103718496378,1.0,0.39265947653687483,0.3739495925350168,0.7902438302287789,0.5887572068350535,0.5966604870422356,0.3881843081123666,0.4453109489602224,0.4121264271710877,0.7498964779301506,0.37330588884292526,0.4093665522117743
"Jasmine polyanthum flower headspace - Jasminum polyanthum L., fam. Oleaceae",0.6278653216545732,0.5503440094471512,0.5772713975605123,0.5402367044877288,0.5435681038932041,0.5921865675396557,0.6344398397033787,0.5114976812200429,0.6323567049466816,0.6298029547786343,0.5346727805457754,0.5795266841663382,0.6125669702789287,0.6121605140380505,0.47067778496624446,0.38512961578080085,0.6150568901949782,0.6251712055704347,0.573404932734061,0.60362519770726,0.5519269128803884,0.5423924177932131,0.6630473910776167,0.39265947653687483,1.0,0.6019405842295724,0.4719019832961109,0.620734262866052,0.5895507632197103,0.6423512159285254,0.6392837886421544,0.5252075883905755,0.22613917468394862,0.5895128734725469,0.6366949268322164
"Jasmine sambac (China) headspace - Jasminum sambac (L.) Aiton, fam. Oleaceae",0.6071015355105337,0.48381661762280004,0.502348355082844,0.49006499342466436,0.4777375035931579,0.5182259968396649,0.5893544453850543,0.4662125888405515,0.584399193300531,0.5839140648559207,0.48922267616815995,0.5315678565536048,0.5569240217118627,0.5697860332318487,0.4326878234907735,0.3492249690495042,0.5675075123196582,0.5799726890809264,0.521683025793263,0.5514200655931141,0.5019517610828075,0.4945400461562167,0.61975710338862,0.3739495925350168,0.6019405842295724,1.0,0.4278579462661325,0.6681682606912555,0.5111886515691612,0.5695649807991303,0.5954938273999031,0.476596788572358,0.18281530093719212,0.6435837679947336,0.6506553005185518
"Jasmine, Living Flower Headspace - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.43830648779914616,0.43069987007484445,0.6448924819615595,0.42736137597222257,0.7971628154363413,0.425101582854144,0.5406503937027126,0.4415454600438806,0.5413281659215476,0.5292756038247077,0.3451385866805806,0.39988636249724585,0.5153990402337121,0.4734487294039671,0.26980311955585423,0.2246323302097213,0.5252108441471945,0.5259496394122305,0.3882047197143582,0.43456976097911326,0.36499671377927434,0.3824514293899458,0.5431501472807283,0.7902438302287789,0.4719019832961109,0.4278579462661325,1.0,0.5915368793156173,0.721369461096244,0.5022198782663019,0.5454771882619359,0.5157136000152617,0.6748818948189257,0.4092578286005528,0.49365562138159724
"Jasmine, Picked Flower Headspace - Jasminum officinale var. grandiflorum L., fam. Oleaceae",0.5249740141188015,0.47216660192488147,0.5799919264331174,0.4876545932737105,0.6152926065977247,0.5003266255543994,0.6305933559641057,0.46949773808234685,0.602399439877317,0.5974772540031184,0.43936548338887227,0.4937462823871793,0.5668461715324404,0.5620430812148475,0.37420527034493634,0.3048791512081288,0.5849636324579599,0.5980395361900872,0.4806588612893615,0.5261956618578447,0.45666576726961106,0.4599373528112909,0.6549043952269417,0.5887572068350535,0.620734262866052,0.6681682606912555,0.5915368793156173,1.0,0.6185450357919455,0.5997263325391542,0.6242222602864236,0.5043323126138719,0.36852124320631974,0.6838852882449882,0.6418087192266262
"Narcissus (Japan) 1b - Narcissus tazetta L. (N. poeticus L.), fam. Amaryllidaceae",0.5839745330008543,0.5501780374620725,0.7065857911383295,0.5297319260608717,0.7613724133869751,0.5453419580337671,0.6559799607471921,0.563541476668792,0.6472613366530495,0.6356890937751819,0.4780340480562304,0.5331501102620126,0.6172368713565453,0.5901141115409753,0.4011371899446138,0.33681785318377566,0.6251305438110799,0.6339167554005329,0.5248075277209455,0.5643604230654511,0.5000708925920919,0.5013238226628779,0.6598389668431934,0.5966604870422356,0.5895507632197103,0.5111886515691612,0.721369461096244,0.6185450357919455,1.0,0.695106615363512,0.6700020221037899,0.5919034732444972,0.4823558039020276,0.4910610110423682,0.5949210143162366
"Narcissus tazetta (var. chinensis) - Narcissus tazetta L., var. chinensis, fam. Amaryllidaceae",0.6718826889815639,0.5901286206037024,0.6274933270838181,0.543525764566285,0.5597092201706849,0.6017074142311882,0.6655656567700027,0.535381334886101,0.6637056632996756,0.6579223538274288,0.5555197580768005,0.6164225526171534,0.6366900217277327,0.6439925016121975,0.4864238778161101,0.40107376716017606,0.6488021970963164,0.6571061822305397,0.6019502503223082,0.6318773960443804,0.576528106621037,0.5607185176574845,0.6909245789077872,0.3881843081123666,0.6423512159285254,0.5695649807991303,0.5022198782663019,0.5997263325391542,0.695106615363512,1.0,0.6465023520868367,0.5822309085621,0.24135980456096484,0.5673188402280126,0.6267539767712507
