Plant_Species,Salmonella Typhimurium,Reference,SMILES,Chemical_name,Bit_1750,BitInterpretations,Concentration
Artemisia chamaemelifolia,1,DOI:10.1590/S0102-695X2013000600002,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.163
Corydothymus capitatus,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.736
Coridothymus capitatus,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.736
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC1=C(C=C(C=C1)C(C)C)O,Carvacrol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1325
Elaeagnus angustifolia,1,DOI:10.3390/molecules25092021,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(2, 'C', 1, 'ccc'), (4, 'C', 1, 'ccc')]",0.3279
Kaempferia galanga,0,10.1002/fsn3.116,CCOC(=O)C=CC1=CC=CC=C1,Ethyl cinnamate,1,"[(8, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc'), (11, 'C', 1, 'ccc'), (12, 'C', 1, 'ccc')]",0.1324
Artemisia scoparia,1,DOI:10.1177/1934578X20915034,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc')]",0.3
Piper betle,1,DOI:10.12982/VIS.2022.042,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(8, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.6356
Pimenta racemosa,1,DOI:10.5897/JMPR2017.6435,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc')]",0.527
Pimenta dioica,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc')]",0.87
Cinnamomum zeylanicum,1,10.1007/s10068-017-0241-9,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc')]",0.1335
Ocimum gratissimum,1,DOI:10.1016/j.micpath.2018.03.041,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(4, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc')]",0.2
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,COC1=C(C=CC(=C1)CC=C)O,Eugenol,1,"[(8, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.643
Eugenia caryophyllus,1,DOI:10.1016/j.foodcont.2005.11.009,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(8, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.205
Piper betle,1,DOI:10.12982/VIS.2022.042,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,Eugenyl acetate,1,"[(8, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.1868
Tamarindus indica,1,DOI:10.4103/0973-1296.66944,C1=COC(=C1)C=O,Furfural,1,"[(4, 'C', 1, 'ccc')]",0.7239
Averrhoa bilimbi,1,DOI:10.4103/0975-7406.199342,C1=COC(=C1)C=O,Furfural,1,"[(4, 'C', 1, 'ccc')]",0.191
Cichorium intybus,1,DOI:10.1186/s12941-020-00371-1,C1=COC(=C1)C=O,Furfural,1,"[(4, 'C', 1, 'ccc')]",0.0948
Narcissus jonquilla,0,No Reference,COC(=O)C1=CC=CC=C1,Methyl benzoate,1,"[(5, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.234
Mimusops elengi,1,DOI:10.3389/fvets.2023.1188752,COC(=O)C1=CC=CC=C1,Methyl benzoate,1,"[(5, 'C', 1, 'ccc'), (9, 'C', 1, 'ccc')]",0.134
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.225
Thymus zygis,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.5165
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.372
Coleus aromaticus,1,DOI:10.1155/2012/457150,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.413
Lippia graveolens,1,DOI:10.3390/pathogens12101245,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.463
Thymus vulgaris,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.272
Thymus satureoides,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1
Satureja thymbra,1,DOI:10.1080/14786410310001608145,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.66
Majorana hortensis,1,DOI:10.1155/2016/3694901,CC1=CC(=C(C=C1)C(C)C)O,Thymol,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1155
Thymus zygis,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1985
Thymus riatarum,1,DOI:10.3390/medicines3030019,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.175
Thymus vulgaris,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.236
Anethum graveolens,1,DOI:10.5281/zenodo.159101,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1438
Satureja montana,1,DOI:10.1016/j.foodcont.2005.11.009,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.131
Origanum vulgare,1,DOI:10.1111/j.1600-0463.2005.apm1130101.x,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.3357
Origanum glandulosum,1,DOI:10.1016/j.foodchem.2007.05.050,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.14
Oliveria decumbens,1,DOI:10.21203/rs.3.rs-3164788/v1,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.118
Nigella sativa,0,DOI:10.1016/0378-8741(91)90047-h,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.317
Melaleuca alternifolia,0,DOI:10.1177/1934578X19878904,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1142
Eucalyptus camaldulensis,1,DOI:10.5812/jjnpp.65050,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.152
Cuminum cyminum,1,DOI:10.22037/afb.v1i1.7134,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.2228
Cinnamomum angustifolium,1,DOI:10.3390/antibiotics12020254,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.176
Thymus mongolicus,1,DOI:10.3390/molecules26020307,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.1174
Monarda didyma,0,No Reference,CC1=CC=C(C=C1)C(C)C,para-Cymene,1,"[(2, 'C', 1, 'ccc'), (3, 'C', 1, 'ccc'), (5, 'C', 1, 'ccc'), (6, 'C', 1, 'ccc')]",0.11
